Overlay,HeritagePlace,PaintControls,InternalControls,TreeControls,FenceControls,IncludedInVHR,Included,VHR,Prohibited,AboriginalHeritagePlace,Status,Expiry
HO1,"40 ABBOTSFORD STREET ABBOTSFORD Timber Cottage Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO1,HO1
HO2,"42 ABBOTSFORD STREET ABBOTSFORD Gothick House Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO2,HO2
HO3,2-4 BOND STREET ABBOTSFORD Former Grosvenor Common School,-,-,-,-,Yes Ref No H654,Yes,H654,No,No,HO3,HO3
HO4,"31-35 CHURCH STREET ABBOTSFORD Terrace Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO4,HO4
HO5,"67 CHURCH STREET ABBOTSFORD River House Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO5,HO5
HO6,"13 CLARKE STREET ABBOTSFORD House Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO6,HO6
HO7,"29 CLARKE STREET ABBOTSFORD Yarradale Flats Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,Yes,No,No,,No,No,HO7,HO7
HO8,"31-37 CLARKE STREET ABBOTSFORD Terrace Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,Yes,No,No,,No,No,HO8,HO8
HO9,CLARKE STREET / ST HELIERS STREET ABBOTSFORD Former Convent of the Good Shepherd,-,-,-,-,Yes Ref No H951,Yes,H951,No,No,HO9,HO9
HO9,"CLARKE STREET / ST HELIERS STREET ABBOTSFORD Former Convent of the Good Shepherd complex, including surrounding land uses and associated trees Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,Yes,No,No,No,,No,No,HO9,HO9
HO10,"CNR HENRY GIPPS STREET ABBOTSFORD Collingwood United Masonic Temple Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO10,HO10
HO11,"2 GREENWOOD STREET ABBOTSFORD Former Stables Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,Yes,No,No,,No,No,HO11,HO11
HO12,"GROSVENOR STREET ABBOTSFORD Former Phoenix Biscuit Co. complex Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO12,HO12
HO13,"13 GROSVENOR STREET ABBOTSFORD House Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO13,HO13
HO14,"19 GROSVENOR STREET ABBOTSFORD House Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO14,HO14
HO15,"2 HODDLE STREET ABBOTSFORD Former Robert Reid Clothing Factory Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO15,HO15
HO16,"48 HODDLE STREET ABBOTSFORD Yorkshire Stingo Hotel Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO16,HO16
HO17,140 HODDLE STREET ABBOTSFORD Collingwood Town Hall,-,-,-,-,Yes Ref No H140,Yes,H140,Yes,No,HO17,HO17
HO18,"198-210 HODDLE STREET ABBOTSFORD Former Whybrow’s Shoe Factory Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO18,HO18
HO19,"324-326 HODDLE STREET ABBOTSFORD Former Trescowthick’s Boot Factory Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO19,HO19
HO20,"265 JOHNSTON STREET House Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO20,HO20
HO21,"295 JOHNSTON STREET ABBOTSFORD Yarra Hotel Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO21,HO21
HO22,"395 JOHNSTON STREET ABBOTSFORD House Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,Yes,No,No,,No,No,HO22,HO22
HO23,"397 JOHNSTON STREET ABBOTSFORD House Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,Yes,No,No,,No,No,HO23,HO23
HO24,"202 LANGRIDGE STREET ABBOTSFORD Former William Shoe Factory Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO24,HO24
HO25,"211 LANGRIDGE STREET ABBOTSFORD Former Shop Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO25,HO25
HO26,"213 LANGRIDGE STREET ABBOTSFORD Former Shop Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,Yes,No,No,,No,No,HO26,HO26
HO27,"233 LANGRIDGE STREET ABBOTSFORD House Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO27,HO27
HO28,"LITHGOW STREET ABBOTSFORD Abbotsford Primary School   Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO28,HO28
HO29,34 LULIE STREET ABBOTSFORD Dorothy Terrace,-,-,-,-,Yes Ref No H1034,Yes,H1034,No,No,HO29,HO29
HO30,36 LULIE STREET ABBOTSFORD Dorothy Terrace,-,-,-,--,Yes Ref No H1035,Yes,H1035,No,No,HO30,HO30
HO31,38 LULIE STREET ABBOTSFORD Dorothy Terrace,-,-,-,-,Yes Ref No H1036,Yes,H1036,No,No,HO31,HO31
HO32,40 LULIE STREET ABBOTSFORD Dorothy Terrace,-,-,-,-,Yes Ref No H1037,Yes,H1037,No,No,HO32,HO32
HO33,42 LULIE STREET ABBOTSFORD Dorothy Terrace,-,-,-,-,Yes Ref No H1038,Yes,H1038,No,No,HO33,HO33
HO34,44 LULIE STREET ABBOTSFORD Dorothy Terrace,-,-,-,-,Yes Ref No H1039,Yes,H1039,No,No,HO34,HO34
HO35,46 LULIE STREET ABBOTSFORD Dorothy Terrace,-,-,-,-,Yes Ref No H1040,Yes,H1040,No,No,HO35,HO35
HO36,48 LULIE STREET ABBOTSFORD Dorothy Terrace,-,-,-,-,Yes Ref No H1041,Yes,H1041,No,No,HO36,HO36
HO37,"24 MAYFIELD STREET ABBOTSFORD House Incorporated plan:   Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",No,No,No,Yes,No,No,,No,No,HO37,HO37
HO38,39 NICHOLSON STREET ABBOTSFORD Residence,-,-,-,-,Yes Ref No H142,Yes,H142,No,No,HO38,HO38
HO39,41 NICHOLSON STREET ABBOTSFORD Residence,-,-,-,-,Yes Ref No H143,Yes,H143,No,No,HO39,HO39
HO40,48 -60 NICHOLSON STREET ABBOTSFORD Former Denton Hat Mills,-,-,-,-,Yes Ref No H815,Yes,H815,Yes,No,HO40,HO40
HO41,"1 PARK STREET ABBOTSFORD House Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO41,HO41
HO42,"11 PARK STREET ABBOTSFORD Glandmire House Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO42,HO42
HO43,"22 PARK STREET ABBOTSFORD House Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO43,HO43
HO44,"23 PATERSON STREET ABBOTSFORD House Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,Yes,No,No,,No,No,HO44,HO44
HO45,"1 RAPHAEL STREET ABBOTSFORD House Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO45,HO45
HO46,"4 SOUTHAMPTON CRESCENT ABBOTSFORD Former Kodak Factory Incorporated plan:   Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO46,HO46
HO47,11 STANTON STREET ABBOTSFORD Former Church of Christ,-,-,-,-,Yes Ref No H141,Yes,H141,Yes,No,HO47,HO47
HO48,Yarra River OFF TRENERRY CRESCENT ABBOTSFORD Dights Mill Site,-,-,-,-,Yes Ref No H1522,Yes,H1522,No,No,HO48,HO48
HO49,"29 VALIANT STREET ABBOTSFORD House Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO49,HO49
HO50,"6 VICTORIA CRESCENT ABBOTSFORD House Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,Yes,No,No,,No,No,HO50,HO50
HO51,"18 VICTORIA CRESCENT ABBOTSFORD Former Hatchers Laundry Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO51,HO51
HO52,"57-63 VICTORIA CRESCENT ABBOTSFORD Former Tweedside Mills Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO52,HO52
HO53,"231 VICTORIA STREET ABBOTSFORD Former State Savings Bank Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO53,HO53
HO54,"261 VICTORIA STREET ABBOTSFORD Former National Bank Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO54,HO54
HO55,"275-277 VICTORIA STREET ABBOTSFORD Shops Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO55,HO55
HO56,"295 VICTORIA STREET ABBOTSFORD Shop Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO56,HO56
HO57,"297-301 VICTORIA STREET ABBOTSFORD Shops Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO57,HO57
HO58,"371-377 VICTORIA STREET ABBOTSFORD Shops Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO58,HO58
HO59,"385 VICTORIA STREET ABBOTSFORD Former East Collingwood Hotel Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO59,HO59
HO60,"459-465 VICTORIA STREET ABBOTSFORD Shops Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO60,HO60
HO61,"511 VICTORIA STREET ABBOTSFORD Shop Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO61,HO61
HO62,"605 VICTORIA STREET ABBOTSFORD Former Brickmakers Arms Hotel (Terminus Hotel) Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO62,HO62
HO63,"651-653 VICTORIA STREET ABBOTSFORD Former Crusader Plate Building Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO63,HO63
HO64,"655 VICTORIA STREET ABBOTSFORD Former Handley & Tilley Building Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO64,HO64
HO65,"663 VICTORIA STREET ABBOTSFORD Former Alma Woolworks Complex Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO65,HO65
HO66,"1 CHANDLER HIGHWAY ALPHINGTON Aratapu Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO66,HO66
HO67,Yarra River CHANDLER HIGHWAY ALPHINGTON Chandler Highway Bridge,-,-,-,-,Yes Ref No H2354,Yes,H2354,No,No,HO67,HO67
HO68,"17 COMO STREET ALPHINGTON Balclutha Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO68,HO68
HO69,"20 COMO STREET ALPHINGTON Traquair Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO69,HO69
HO70,"626 HEIDELBERG ROAD ALPHINGTON Australian Paper Mills Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO70,HO70
HO71,"756-758 HEIDELBERG ROAD ALPHINGTON Shops Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO71,HO71
HO72,"838-852 HEIDELBERG ROAD ALPHINGTON Tower Hotel Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO72,HO72
HO73,"53 LUCERNE CRESCENT ALPHINGTON House Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,Yes,Yes,No,No,,No,No,HO73,HO73
HO74,"54 LUCERNE CRESCENT ALPHINGTON House Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO74,HO74
HO75,"65 LUCERNE CRESCENT ALPHINGTON House Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO75,HO75
HO76,"75 LUCERNE CRESCENT ALPHINGTON House Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO76,HO76
HO77,"93 LUCERNE CRESCENT ALPHINGTON House Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO77,HO77
HO78,"18 OLD HEIDELBERG ROAD ALPHINGTON House Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO78,HO78
HO79,"Darebin Creek OLD HEIDELBERG ROAD ALPHINGTON Footbridge Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO79,HO79
HO80,"5-7 REX AVENUE ALPHINGTON Alameda Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO80,HO80
HO81,"3 ROEMER CRESCENT ALPHINGTON Rosemount Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO81,HO81
HO82,"1 TOWER AVENUE ALPHINGTON Edgebaston Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO82,HO82
HO83,"1 VIEW STREET ALPHINGTON Bokhara Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,Yes,No,No,No,No,,No,No,HO83,HO83
HO84,"31 YARRAFORD AVENUE ALPHINGTON House Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO84,HO84
HO85,94 ALEXANDRA PARADE CLIFTON HILL Shot Tower,-,-,-,-,Yes Ref No H709,Yes,H709,Yes,No,HO85,HO85
HO86,183-185 GOLD STREET CLIFTON HILL Gold Street Primary School No. 1360,-,-,-,-,Yes Ref No H1621,Yes,H1621,No,No,HO86,HO86
HO87,"19-27 GRANT STREET CLIFTON HILL Former Clifton Sawmills and Box Factory Chimney Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO87,HO87
HO88,"47-55 GRANT STREET CLIFTON HILL Houses Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO88,HO88
HO89,"457 HODDLE STREET CLIFTON HILL Former Murray & Co Wool Works Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO89,HO89
HO90,1 HEIDELBERG ROAD CLIFTON HILL Clifton Hill Railway Station Complex,-,-,-,-,Yes Ref No H1668,Yes,H1668,Yes,No,HO90,HO90
HO91,"19-31 JOHN STREET CLIFTON HILL Railway Terrace Incorporated plan:   Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO91,HO91
HO92,199 QUEENS PARADE CLIFTON HILL Former United Kingdom Hotel (now McDonald’s),-,-,-,-,Yes Ref No H684,Yes,H684,Yes,No,HO92,HO92
HO93,"QUEENS PARADE, BETWEEN ALEXANDRA PARADE & DELBRIDGE STREET CLIFTON HILL/ NORTH FITZROY Street Trees Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",No,No,Yes,No,No,No,,No,No,HO93,HO93
HO94,"BETWEEN NORTH TERRACE AND SOUTH TERRACE CLIFTON HILL Darling Gardens Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",No,No,Yes,No,No,No,,No,No,HO94,HO94
HO95,"15-17 BEDFORD STREET COLLINGWOOD Former Boot Factory Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO95,HO95
HO96,"33-47 BEDFORD STREET COLLINGWOOD Purfleet Cottages Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO96,HO96
HO97,"66 CROMWELL STREET COLLINGWOOD Cromwell Heights Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO97,HO97
HO98,"1 DERBY STREET COLLINGWOOD Derby House Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO98,HO98
HO99,"2 DERBY STREET COLLINGWOOD House Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO99,HO99
HO100,"3-7 DERBY STREET COLLINGWOOD Terrace Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,Yes,No,No,,No,No,HO100,HO100
HO101,"8 DERBY STREET COLLINGWOOD House Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO101,HO101
HO102,"10-16 DERBY STREET COLLINGWOOD Terrace Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO102,HO102
HO103,"51-55 GIPPS STREET COLLINGWOOD Glasshouse Hotel Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO103,HO103
HO104,"31 HARMSWORTH STREET COLLINGWOOD Former Children’s Church Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO104,HO104
HO105,"16 ISLINGTON STREET COLLINGWOOD Former Smalley & Harkness Boot Factory Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO105,HO105
HO106,"61 ISLINGTON STREET COLLINGWOOD James Hood & Co. Malthouse Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO106,HO106
HO107,8 -10 JOHNSTON STREET COLLINGWOOD Belmont,-,-,-,-,Yes Ref No H871,Yes,H871,Yes,No,HO107,HO107
HO108,"51 KEELE STREET COLLINGWOOD Former Friendly Societies Hotel Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO108,HO108
HO109,"55 LANGRIDGE STREET COLLINGWOOD Former William Peatt Boot Factory Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO109,HO109
HO110,"143 -145 LANGRIDGE STREET COLLINGWOOD Terrace Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,Yes,No,No,,No,No,HO110,HO110
HO111,"147-149 LANGRIDGE STREET COLLINGWOOD Terrace Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,Yes,No,No,,No,No,HO111,HO111
HO112,"151-153 LANGRIDGE STREET COLLINGWOOD Terrace Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO112,HO112
HO113,"160-176 LANGRIDGE STREET COLLINGWOOD Terrace Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,Yes,No,No,,No,No,HO113,HO113
HO114,"COLLINGWOOD COLLEGE, CNR MCCUTCHEON WAY AND CROMWELL STREET COLLINGWOOD Doll’s House",-,-,-,-,Yes Ref No H954,Yes,H954,Yes,No,HO114,HO114
HO115,"12 NAPOLEON STREET COLLINGWOOD Houses Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,Yes,No,No,,No,No,HO115,HO115
HO116,"NORTHUMBERLAND STREET COLLINGWOOD Former Victoria Old Distillery Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO116,HO116
HO117,"46 OTTER STREET COLLINGWOOD St Joseph’s Presbytery Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,Yes,No,No,,No,No,HO117,HO117
HO118,"46 OTTER STREET COLLINGWOOD St Joseph’s Roman Catholic Church Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,Yes,No,No,,No,No,HO118,HO118
HO119,"46 OTTER STREET COLLINGWOOD St Joseph’s School Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,Yes,No,No,,No,No,HO119,HO119
HO120,"46 OTTER STREET COLLINGWOOD St Joseph’s Church Hall Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,Yes,No,No,,No,No,HO120,HO120
HO121,"37 OXFORD STREET COLLINGWOOD House Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO121,HO121
HO122,"39 -41 OXFORD STREET COLLINGWOOD Houses Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,Yes,No,No,,No,No,HO122,HO122
HO123,"50-52 OXFORD STREET COLLINGWOOD Terrace Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO123,HO123
HO124,"51-55 OXFORD STREET COLLINGWOOD Terrace Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO124,HO124
HO125,"57-63 OXFORD STREET COLLINGWOOD Terraces Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,No,No,No,,No,No,HO125,HO125
HO126,"58-62 OXFORD STREET COLLINGWOOD Terrace Incorporated plan: Incorporated Plan under the provisions of clause 43.01 Heritage Overlay, Planning permit exemptions, July 2014",Yes,No,No,Yes,No,No,,No,No,HO126,HO126
HO127,79-93 OXFORD STREET COLLINGWOOD Part of former Foy & Gibson Complex   (Furnishings Warehouse and Clothing Factory),-,-,-,-,Yes Ref No H896,Yes,H896,No,No,HO127,HO127
HO128,95-101 OXFORD STREET COLLINGWOOD Part of former Foy & Gibson Complex (Powerhouse and Motor Garage),-,-,-,-,Yes Ref No H897,Yes,H897,No,No,HO128,HO128
HO129,68-158 OXFORD STREET 103-115 OXFORD STREET 158-172 OXFORD STREET 107-131 CAMBRIDGE STREET AND 7 STANLEY STREET COLLINGWOOD Part of former Foy & Gibson Complex,-,-,-,-,Yes Ref No H755,Yes,H755,No,No,HO129,HO129
