,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
0,ROOFTOP,"15 Charlotte St, Richmond VIC 3121, Australia",ChIJtbV5rYxC1moRdkeAkt2psRs,15 Charlotte St Richmond  VIC  3121               ,-37.824963,144.999102,1,3121,OK,street_address
0,ROOFTOP,"15 Christine Cres, Richmond VIC 3121, Australia",ChIJIS_D8FJC1moRuPCLp-rcrFE,15 Christine Cres Richmond  VIC  3121             ,-37.81326079999999,145.0143297,1,3121,OK,street_address
0,ROOFTOP,"15 Church St, Richmond VIC 3121, Australia",ChIJVYqgTPlC1moRviGUTHuxhCU,15 Church St Richmond  VIC  3121                  ,-37.8114156,145.0007618,1,3121,OK,premise
0,ROOFTOP,"15 Clifton St, Clifton Hill VIC 3068, Australia",ChIJ6SOhgnVD1moRg6V9_55tBjA,15 Clifton St Clifton Hill  VIC  3068             ,-37.7869383,145.0046249,1,3068,OK,premise
0,ROOFTOP,"15 Clifton St, Richmond VIC 3121, Australia",ChIJPZfpMo1C1moR0KHQkfN9KXo,15 Clifton St Richmond  VIC  3121                 ,-37.8238941,144.9961457,1,3121,OK,premise
0,ROOFTOP,"15 Coppin St, Richmond VIC 3121, Australia",ChIJ6yl8HfhC1moR3hVCfSsgOkA,15 Coppin St Richmond  VIC  3121                  ,-37.817239,145.004366,1,3121,OK,street_address
0,ROOFTOP,"15 Cubitt St, Cremorne VIC 3121, Australia",ChIJNyy5F5JC1moR4zK-3VN5Hl0,15 Cubitt St Cremorne  VIC  3121                  ,-37.826714,144.992882,1,3121,OK,street_address
0,ROOFTOP,"15 Dickens St, Richmond VIC 3121, Australia",ChIJkYDdvllC1moRXZ0M88x6sPs,15 Dickens St Richmond  VIC  3121                 ,-37.8202577,145.0091016,1,3121,OK,premise
0,ROOFTOP,"15 Dover St, Cremorne VIC 3121, Australia",ChIJQVZ2R5JC1moRtHiI4nuWnsw,15 Dover St Cremorne  VIC  3121                   ,-37.8259689,144.9922831,1,3121,OK,premise
0,ROOFTOP,"15 Duke St, Richmond VIC 3121, Australia",ChIJU2iglfVC1moRVwCbYv1UEKI,15 Duke St Richmond  VIC  3121                    ,-37.8231073,145.0039685,1,3121,OK,premise
0,ROOFTOP,"15 Falconer St, Fitzroy North VIC 3068, Australia",ChIJB9lUABVD1moRWvzjkGcQ7Xo,15 Falconer St Fitzroy North  VIC  3068           ,-37.78513,144.985824,1,3068,OK,street_address
0,ROOFTOP,"15 Flockhart St, Abbotsford VIC 3067, Australia",ChIJK0mgOlVC1moRu2o96s9E1_g,15 Flockhart St Abbotsford  VIC  3067             ,-37.8094655,145.0072358,1,3067,OK,street_address
0,ROOFTOP,"15 Garfield St, Fitzroy VIC 3065, Australia",ChIJgbJEAtlC1moRw5Mr4IbDpFU,15 Garfield St Fitzroy  VIC  3065                 ,-37.80052999999999,144.9754376,1,3065,OK,premise
0,ROOFTOP,"15 Gore St, Fitzroy VIC 3065, Australia",ChIJSyXbEN1C1moRwNPybsY4JNU,15 Gore St Fitzroy  VIC  3065                     ,-37.807906,144.981287,1,3065,OK,street_address
0,ROOFTOP,"15 Gough St, Cremorne VIC 3121, Australia",ChIJVd6Z3JBC1moRpuPwO_1m1EE,15 Gough St Cremorne  VIC  3121                   ,-37.829316,144.989771,1,3121,OK,street_address
0,ROOFTOP,"15 Hosie St, Richmond VIC 3121, Australia",ChIJWaOLkfZC1moReSP6AD8qQz4,15 Hosie St Richmond  VIC  3121                   ,-37.8201563,145.001698,1,3121,OK,premise
0,ROOFTOP,"15 Howard St, Richmond VIC 3121, Australia",ChIJi3l3cY9C1moR-AgQK-qgWVE,15 Howard St Richmond  VIC  3121                  ,-37.8328139,144.99748,1,3121,OK,premise
0,ROOFTOP,"15 Johnston St, Collingwood VIC 3066, Australia",ChIJpSlRph9D1moRER678TstSUA,15 Johnston St Collingwood  VIC  3066             ,-37.7992129,144.9851302,1,3066,OK,street_address
0,ROOFTOP,"15 Mason St, Collingwood VIC 3066, Australia",ChIJp662g-dC1moR93coFNeQFYY,15 Mason St Collingwood  VIC  3066                ,-37.8080525,144.9836653,1,3066,OK,premise
0,ROOFTOP,"15 Mcilwraith St, Princes Hill VIC 3054, Australia",ChIJD7CglDFD1moRtzrTzM9KPwU,15 Mcilwraith St Princes Hill  VIC  3054          ,-37.784919,144.967798,1,3054,OK,street_address
0,ROOFTOP,"15 Parker St, Richmond VIC 3121, Australia",ChIJnWRamvRC1moR8xpi3QRatmo,15 Parker St Richmond  VIC  3121                  ,-37.8236423,145.0002991,1,3121,OK,premise
0,ROOFTOP,"15 Queen St, Fitzroy North VIC 3068, Australia",ChIJueEkE0JD1moRViNgtEDV6-U,15 Queen St Fitzroy North  VIC  3068              ,-37.775931,144.982316,1,3068,OK,street_address
0,ROOFTOP,"15 Richmond Terrace, Richmond VIC 3121, Australia",ChIJbwTZzexC1moRX-2q61vd3_E,15 Richmond Tce Richmond  VIC  3121               ,-37.8216836,144.9906478,1,3121,OK,street_address
0,ROOFTOP,"15 Rotherwood St, Richmond VIC 3121, Australia",ChIJU39Bxu1C1moReRQv9HGCB8M,15 Rotherwood St Richmond  VIC  3121              ,-37.8187696,144.9922293,1,3121,OK,premise
0,ROOFTOP,"15 Rowena Parade, Richmond VIC 3121, Australia",ChIJOSsK8OxC1moRI49sFZDLHvM,15 Rowena Pde Richmond  VIC  3121                 ,-37.820297,144.990764,1,3121,OK,street_address
0,ROOFTOP,"15 St Louis Pl, Burnley VIC 3121, Australia",ChIJY4cF8WBC1moR7BA2AkjHs9s,15 St Louis Pl Burnley  VIC  3121                 ,-37.8295567,145.0084826,1,3121,OK,street_address
0,ROOFTOP,"15 Studley St, Abbotsford VIC 3067, Australia",ChIJAw1A0BxD1moRGUSjHiNzM4I,15 Studley St Abbotsford  VIC  3067               ,-37.801397,144.993627,1,3067,OK,street_address
0,ROOFTOP,"15 The Crofts, Richmond VIC 3121, Australia",ChIJ5wBZVuxC1moRx3PJVkNxkOk,15 The Crofts Richmond  VIC  3121                 ,-37.819608,144.99101,1,3121,OK,street_address
0,ROOFTOP,"15 Union St, Richmond VIC 3121, Australia",ChIJvzGS7-1C1moRK6ajBS3RK-c,15 Union St Richmond  VIC  3121                   ,-37.8188444,144.9934451,1,3121,OK,premise
0,ROOFTOP,"15 Vere St, Collingwood VIC 3066, Australia",ChIJ6Z8PAx5D1moRUULa6fMW664,15 Vere St Collingwood  VIC  3066                 ,-37.8022226,144.9881623,1,3066,OK,premise
0,ROOFTOP,"15 Walker St, Clifton Hill VIC 3068, Australia",ChIJoYrnSQtD1moROQDP_EZGTm4,15 Walker St Clifton Hill  VIC  3068              ,-37.788444,145.0010954,1,3068,OK,premise
0,ROOFTOP,"15 Woodhead St, Fitzroy North VIC 3068, Australia",ChIJ26s_5xRD1moRdiQUSCV4asU,15 Woodhead St Fitzroy North  VIC  3068           ,-37.784356,144.9864302,1,3068,OK,premise
0,ROOFTOP,"15 Woodlawn St, Richmond VIC 3121, Australia",ChIJP0Ep15JC1moRuFNeZ8AOvBg,15 Woodlawn St Richmond  VIC  3121                ,-37.8227753,144.9917451,1,3121,OK,premise
0,ROOFTOP,"15 Yarra Bank Ct, Abbotsford VIC 3067, Australia",ChIJ57W3bAJD1moRGj-C749HETY,15 Yarra Bank Ct Abbotsford  VIC  3067            ,-37.805049,144.9983515,1,3067,OK,premise
0,ROOFTOP,"15-17 Clifton Ave, Clifton Hill VIC 3068, Australia",ChIJ_RWbgg5D1moRa0JjDQqaeEs,15-17 Clifton Ave Clifton Hill  VIC  3068         ,-37.791593,144.99755,1,3068,OK,street_address
0,ROOFTOP,"15-17 Turner St, Abbotsford VIC 3067, Australia",ChIJj4GBlARD1moRzVlEre5kRDk,15-17 Turner St Abbotsford  VIC  3067             ,-37.7993314,144.9959418,1,3067,OK,street_address
0,ROOFTOP,"15-21 Derby St, Collingwood VIC 3066, Australia",ChIJAZ7EaOdC1moRAVGqY7leG9E,15-21 Derby St Collingwood  VIC  3066             ,-37.8070793,144.9840244,1,3066,OK,street_address
0,ROOFTOP,"15-33 Queens Parade, Clifton Hill VIC 3068, Australia",ChIJMc_nDhdD1moRzYnfzCRCuY0,15-33 Queens Pde Clifton Hill  VIC  3068          ,-37.7908897,144.9864064,1,3068,OK,street_address
0,ROOFTOP,"15/129 Hoddle St, Richmond VIC 3121, Australia",Ei8xNSwgMTI5IEhvZGRsZSBTdCwgUmljaG1vbmQgVklDIDMxMjEsIEF1c3RyYWxpYSIeGhwKFgoUChIJe3qbD-9C1moRNL-WGaf8kNESAjE1,15/129 Hoddle St Richmond  VIC  3121              ,-37.8144004,144.9909166,1,3121,OK,subpremise
0,ROOFTOP,"Unit 15/2 Bromham Pl, Richmond VIC 3121, Australia",ChIJqeFMRPpC1moRmVTfe2mmTKw,15/2 Bromham Pl Richmond  VIC  3121               ,-37.8134528,144.9979002,1,3121,OK,street_address
0,ROOFTOP,"Unit 15/63-69 Holden St, Fitzroy North VIC 3068, Australia",ChIJwc6wTUBD1moRVsHAjLzF-z8,15/63-69 Holden St Fitzroy North  VIC  3068       ,-37.77924,144.981284,1,3068,OK,street_address
0,ROOFTOP,"Unit 15/64 Balmain St, Cremorne VIC 3121, Australia",ChIJj60zDZBC1moRSUOU5YJkwWc,15/64 Balmain St Cremorne  VIC  3121              ,-37.8315491,144.9928666,1,3121,OK,street_address
0,ROOFTOP,"150 Bridge Rd, Richmond VIC 3121, Australia",ChIJJ1pY8vFC1moRXYRlWZlhVDs,150 Bridge Rd Richmond  VIC  3121                 ,-37.8183288,144.9954712,1,3121,OK,street_address
0,ROOFTOP,"150 Johnston St, Fitzroy VIC 3065, Australia",ChIJKbrJjSBD1moRxHtDbPIJsig,150 Johnston St Fitzroy  VIC  3065                ,-37.798663,144.979914,1,3065,OK,street_address
0,ROOFTOP,"150 Keele St, Collingwood VIC 3066, Australia",ChIJWzvMDxtD1moRnNge-EWzF7M,150 Keele St Collingwood  VIC  3066               ,-37.797484,144.992087,1,3066,OK,street_address
0,ROOFTOP,"150 Oxford St, Collingwood VIC 3066, Australia",ChIJD36PReBC1moRBHXDlq9vyQ0,150 Oxford St Collingwood  VIC  3066              ,-37.8027447,144.9852205,1,3066,OK,street_address
0,ROOFTOP,"150 Rae St, Fitzroy North VIC 3068, Australia",ChIJp3mRwTxD1moRmEBVW87_780,150 Rae St Fitzroy North  VIC  3068               ,-37.788992,144.979303,1,3068,OK,street_address
0,RANGE_INTERPOLATED,"150 Yarra Blvd, Richmond VIC 3121, Australia",EiwxNTAgWWFycmEgQmx2ZCwgUmljaG1vbmQgVklDIDMxMjEsIEF1c3RyYWxpYSIbEhkKFAoSCbXpD_1aQtZqEatZpeUPvxrvEJYB,150 Yarra Bvd Richmond  VIC  3121                 ,-37.8228531,145.013853,1,3121,OK,street_address
0,ROOFTOP,"150-152 Brighton St, Richmond VIC 3121, Australia",ChIJSXycH49C1moR4vieTXvGXLU,150-152 Brighton St Richmond  VIC  3121           ,-37.8316729,144.9983077,1,3121,OK,street_address
0,ROOFTOP,"151 Brighton St, Richmond VIC 3121, Australia",ChIJRZ9bIY9C1moRJkF9TJ_lS18,151 Brighton St Richmond  VIC  3121               ,-37.8319071,144.9986528,1,3121,OK,premise
0,ROOFTOP,"151 Mary St, Richmond VIC 3121, Australia",ChIJPU846fRC1moRId8qh6DIXSE,151 Mary St Richmond  VIC  3121                   ,-37.8242226,145.0015258,1,3121,OK,premise
0,ROOFTOP,"151 Roseneath St, Clifton Hill VIC 3068, Australia",ChIJjfx_UQlD1moR4bHokgk4m9I,151 Roseneath St Clifton Hill  VIC  3068          ,-37.792933,145.000035,1,3068,OK,street_address
0,ROOFTOP,"152 Argyle St, Fitzroy VIC 3065, Australia",ChIJnT1BViBD1moRT6cQYZepGsw,152 Argyle St Fitzroy  VIC  3065                  ,-37.797868,144.9805596,1,3065,OK,street_address
0,ROOFTOP,"152 Clauscen St, Fitzroy North VIC 3068, Australia",ChIJzSZiGWpD1moR_y4MbDVsiZI,152 Clauscen St Fitzroy North  VIC  3068          ,-37.778002,144.98428,1,3068,OK,street_address
0,ROOFTOP,"152 Cubitt St, Cremorne VIC 3121, Australia",ChIJuyroXZBC1moRiT99k1rm-6o,152 Cubitt St Cremorne  VIC  3121                 ,-37.83044599999999,144.991921,1,3121,OK,street_address
0,ROOFTOP,"152 Gore St, Fitzroy VIC 3065, Australia",ChIJeR2zEN5C1moRDD366vHQ190,152 Gore St Fitzroy  VIC  3065                    ,-37.8042662,144.9823631,1,3065,OK,street_address
0,ROOFTOP,"152 Johnston St, Collingwood VIC 3066, Australia",ChIJpxk3axxD1moR-Bu1ieAr22Y,152 Johnston St Collingwood  VIC  3066            ,-37.7994369,144.9901205,1,3066,OK,premise
0,ROOFTOP,"152 Lennox St, Richmond VIC 3121, Australia",ChIJQWMT2fFC1moR9uU9MVV1nx4,152 Lennox St Richmond  VIC  3121                 ,-37.81702,144.994613,1,3121,OK,street_address
0,ROOFTOP,"152 Stawell St, Burnley VIC 3121, Australia",ChIJFX5HkGBC1moRToquInfB1XU,152 Stawell St Burnley  VIC  3121                 ,-37.828788,145.008906,1,3121,OK,street_address
0,ROOFTOP,"152 Victoria St, Richmond VIC 3121, Australia",ChIJSQ5DevtC1moRVXdGkw-SVB0,152 Victoria St Richmond  VIC  3121               ,-37.810303,144.996545,1,3121,OK,street_address
0,ROOFTOP,"152-154 Holden St, Fitzroy North VIC 3068, Australia",ChIJFz9OrWtD1moRPVcbYfRtm_M,152-154 Holden St Fitzroy North  VIC  3068        ,-37.7800954,144.9859954,1,3068,OK,street_address
0,ROOFTOP,"152-154 Keele St, Collingwood VIC 3066, Australia",ChIJR1zMERtD1moRYYLQ7K7B4_U,152-154 Keele St Collingwood  VIC  3066           ,-37.7975137,144.992223,1,3066,OK,street_address
0,ROOFTOP,"153 Bridge Rd, Richmond VIC 3121, Australia",ChIJNcJ-6fFC1moRMEab7R4KnLo,153 Bridge Rd Richmond  VIC  3121                 ,-37.817979,144.9953605,1,3121,OK,street_address
0,ROOFTOP,"153 George St, Fitzroy VIC 3065, Australia",ChIJUwcifN5C1moRu59rK7q6PzE,153 George St Fitzroy  VIC  3065                  ,-37.804237,144.980716,1,3065,OK,street_address
0,ROOFTOP,"153 Mary St, Richmond VIC 3121, Australia",ChIJZahz6fRC1moRcupg72H3vWI,153 Mary St Richmond  VIC  3121                   ,-37.824283,145.001529,1,3121,OK,street_address
0,ROOFTOP,"153 McKean St, Fitzroy North VIC 3068, Australia",ChIJnaAHoBZD1moROY3mXYL634Q,153 McKean St Fitzroy North  VIC  3068            ,-37.7883271,144.9875104,1,3068,OK,street_address
0,ROOFTOP,"153 Westgarth St, Fitzroy VIC 3065, Australia",ChIJm0uolxhD1moR53KHE6A-INw,153 Westgarth St Fitzroy  VIC  3065               ,-37.795084,144.984032,1,3065,OK,street_address
0,ROOFTOP,"153-155 Bridge Rd, Richmond VIC 3121, Australia",ChIJkaqL6_FC1moR60QdmniyCSs,153-155 Bridge Rd Richmond  VIC  3121             ,-37.817979,144.9953605,1,3121,OK,street_address
0,ROOFTOP,"154 Kent St, Richmond VIC 3121, Australia",ChIJ3cvXUVZC1moRxpG52p458ao,154 Kent St Richmond  VIC  3121                   ,-37.8154416,145.007266,1,3121,OK,street_address
0,ROOFTOP,"154 Lord St, Richmond VIC 3121, Australia",ChIJ_RfaavVC1moRUe-cgMKMWvI,154 Lord St Richmond  VIC  3121                   ,-37.82514949999999,145.0039362,1,3121,OK,premise
0,ROOFTOP,"154 Nicholson St, Fitzroy VIC 3065, Australia",ChIJoaPkqNlC1moRi0kX5PkoYvM,154 Nicholson St Fitzroy  VIC  3065               ,-37.800628,144.974693,1,3065,OK,street_address
0,ROOFTOP,"154 Roseneath St, Clifton Hill VIC 3068, Australia",ChIJpXtOSQlD1moRK_2gn2wBBtI,154 Roseneath St Clifton Hill  VIC  3068          ,-37.7933503,145.0001377,1,3068,OK,premise
0,ROOFTOP,"154 Victoria St, Richmond VIC 3121, Australia",ChIJd2c-evtC1moRtczoQ5MkU0c,154 Victoria St Richmond  VIC  3121               ,-37.810313,144.996612,1,3121,OK,street_address
0,ROOFTOP,"155 Gore St, Fitzroy VIC 3065, Australia",ChIJr9DfEt5C1moRjI8sAxh7Igk,155 Gore St Fitzroy  VIC  3065                    ,-37.804286,144.981965,1,3065,OK,street_address
0,ROOFTOP,"155 Keele St, Collingwood VIC 3066, Australia",ChIJrQ-1DBtD1moRaOSgUY2Umgw,155 Keele St Collingwood  VIC  3066               ,-37.797734,144.991933,1,3066,OK,street_address
0,ROOFTOP,"156 Barkly St, Fitzroy North VIC 3068, Australia",ChIJ3xGsbGpD1moREt7YeaTN1xE,156 Barkly St Fitzroy North  VIC  3068            ,-37.778884,144.984222,1,3068,OK,street_address
0,ROOFTOP,"156 Leicester St, Fitzroy VIC 3065, Australia",ChIJ6aXRASJD1moRdb6EMJGBrps,156 Leicester St Fitzroy  VIC  3065               ,-37.795897,144.983067,1,3065,OK,street_address
0,ROOFTOP,"156 Mcilwraith St, Princes Hill VIC 3054, Australia",ChIJiRlo2jZD1moRZY7HXuceevY,156 Mcilwraith St Princes Hill  VIC  3054         ,-37.781198,144.968899,1,3054,OK,street_address
0,ROOFTOP,"156 Stawell St, Burnley VIC 3121, Australia",ChIJ7QGkkWBC1moRlCMtgQD3m0E,156 Stawell St Burnley  VIC  3121                 ,-37.828914,145.008914,1,3121,OK,street_address
0,ROOFTOP,"156 Vere St, Abbotsford VIC 3067, Australia",ChIJV8RZ1wJD1moR2AGYE-INGFs,156 Vere St Abbotsford  VIC  3067                 ,-37.802588,144.994913,1,3067,OK,street_address
0,ROOFTOP,"156 Victoria St, Richmond VIC 3121, Australia",ChIJ08onevtC1moRfHBBJEj6A9g,156 Victoria St Richmond  VIC  3121               ,-37.810323,144.996658,1,3121,OK,street_address
0,ROOFTOP,"157 Brunswick St, Fitzroy VIC 3065, Australia",ChIJ69nuTdlC1moRHQuaQM_ix7s,157 Brunswick St Fitzroy  VIC  3065               ,-37.802812,144.977496,1,3065,OK,street_address
0,ROOFTOP,"157 Islington St, Collingwood VIC 3066, Australia",ChIJ5aGmZOJC1moRvKIdlrQliEM,157 Islington St Collingwood  VIC  3066           ,-37.8040477,144.9911748,1,3066,OK,premise
0,ROOFTOP,"157 Roseneath St, Clifton Hill VIC 3068, Australia",ChIJyejuUAlD1moR7Q2lNxzB2Jo,157 Roseneath St Clifton Hill  VIC  3068          ,-37.792964,145.000295,1,3068,OK,street_address
0,ROOFTOP,"157 Somerset St, Richmond VIC 3121, Australia",ChIJ66CWsldC1moR9zq_aldj0kU,157 Somerset St Richmond  VIC  3121               ,-37.816018,145.00725,1,3121,OK,street_address
0,ROOFTOP,"157 Westgarth St, Fitzroy VIC 3065, Australia",ChIJuY5AlBhD1moRWsJcx82mfyU,157 Westgarth St Fitzroy  VIC  3065               ,-37.7949577,144.9845044,1,3065,OK,street_address
0,ROOFTOP,"157-161 Bridge Rd, Richmond VIC 3121, Australia",ChIJkaqL6_FC1moR45rzZngUN34,157-161 Bridge Rd Richmond  VIC  3121             ,-37.817979,144.9953605,1,3121,OK,street_address
0,ROOFTOP,"158 Bridge Rd, Richmond VIC 3121, Australia",ChIJRYenkvFC1moRQbg12WkEzfo,158 Bridge Rd Richmond  VIC  3121                 ,-37.8183449,144.99568,1,3121,OK,street_address
0,ROOFTOP,"158 Cecil St, Fitzroy VIC 3065, Australia",ChIJdyz3khhD1moRkkD-oFJgUx0,158 Cecil St Fitzroy  VIC  3065                   ,-37.7947372,144.9842611,1,3065,OK,street_address
0,ROOFTOP,"158 Charles St, Abbotsford VIC 3067, Australia",ChIJ6cg26gJD1moRwR__AICqiEU,158 Charles St Abbotsford  VIC  3067              ,-37.803522,144.995774,1,3067,OK,street_address
0,ROOFTOP,"158 Cubitt St, Cremorne VIC 3121, Australia",ChIJQ4JUe5BC1moRhfLl_kKWusk,158 Cubitt St Cremorne  VIC  3121                 ,-37.8311055,144.9917989,1,3121,OK,premise
0,ROOFTOP,"158 Holden St, Fitzroy North VIC 3068, Australia",ChIJy19trWtD1moRuZsk4rGRW_Y,158 Holden St Fitzroy North  VIC  3068            ,-37.7801311,144.9860859,1,3068,OK,premise
0,ROOFTOP,"158 Lennox St, Richmond VIC 3121, Australia",ChIJB7jF3vFC1moRYTBcgJPO4vQ,158 Lennox St Richmond  VIC  3121                 ,-37.8171928,144.9944672,1,3121,OK,premise
0,ROOFTOP,"158 Queens Parade, Fitzroy North VIC 3068, Australia",ChIJj6d6vBdD1moR3k3aRAbCypQ,158 Queens Pde Fitzroy North  VIC  3068           ,-37.7906426,144.9851299,1,3068,OK,street_address
0,ROOFTOP,"158 Victoria St, Richmond VIC 3121, Australia",ChIJfSyFeftC1moRJpOZ0_e1GLE,158 Victoria St Richmond  VIC  3121               ,-37.810323,144.996703,1,3121,OK,street_address
0,ROOFTOP,"159 Keele St, Collingwood VIC 3066, Australia",ChIJyWEoDRtD1moRE7RFm0c3uFQ,159 Keele St Collingwood  VIC  3066               ,-37.797762,144.992023,1,3066,OK,street_address
0,ROOFTOP,"159 Mary St, Richmond VIC 3121, Australia",ChIJDUoQwvRC1moR36R_2b2UPRM,159 Mary St Richmond  VIC  3121                   ,-37.824481,145.001489,1,3121,OK,street_address
0,ROOFTOP,"159 Park St, Abbotsford VIC 3067, Australia",ChIJu5XGWwND1moRFK40tmZHA8Y,159 Park St Abbotsford  VIC  3067                 ,-37.80046,144.995168,1,3067,OK,street_address
0,ROOFTOP,"159 Ramsden St, Clifton Hill VIC 3068, Australia",ChIJ41kRuwtD1moRI43nX3wGGVU,159 Ramsden St Clifton Hill  VIC  3068            ,-37.791239,145.001575,1,3068,OK,street_address
0,ROOFTOP,"159-161 Islington St, Collingwood VIC 3066, Australia",ChIJ4d73fOJC1moRcwHj7ikAi28,159-161 Islington St Collingwood  VIC  3066       ,-37.8038929,144.9912546,1,3066,OK,street_address
0,ROOFTOP,"15A Cameron St, Richmond VIC 3121, Australia",ChIJEdwSWfBC1moRLG1yqEX_A7k,15A Cameron St Richmond  VIC  3121                ,-37.8163087,144.996744,1,3121,OK,street_address
0,ROOFTOP,"15A Cubitt St, Cremorne VIC 3121, Australia",ChIJdyiNF5JC1moRN5t5CXx9Kxk,15A Cubitt St Cremorne  VIC  3121                 ,-37.82677,144.992872,1,3121,OK,street_address
0,ROOFTOP,"15A Newry St, Fitzroy North VIC 3068, Australia",ChIJe9tzpyRD1moRcRttGOqDufc,15A Newry St Fitzroy North  VIC  3068             ,-37.790198,144.977646,1,3068,OK,street_address
0,ROOFTOP,"16 Alexander St, Collingwood VIC 3066, Australia",ChIJLxgf-BpD1moRn0wIL9UcqtI,16 Alexander St Collingwood  VIC  3066            ,-37.795969,144.991515,1,3066,OK,street_address
0,ROOFTOP,"16 Alexandra Parade, Clifton Hill VIC 3068, Australia",ChIJI7tIyBlD1moRZB-FHTXU4xE,16 Alexandra Pde Clifton Hill  VIC  3068          ,-37.793712,144.9865,1,3068,OK,street_address
0,ROOFTOP,"16 Alfred St, Richmond VIC 3121, Australia",ChIJsdrEJ-1C1moRVM8DiR4aOcM,16 Alfred St Richmond  VIC  3121                  ,-37.8216152,144.9915837,1,3121,OK,street_address
0,ROOFTOP,"16 Bendigo St, Richmond VIC 3121, Australia",ChIJIZRT8ltC1moRZXMW2cX-RRg,16 Bendigo St Richmond  VIC  3121                 ,-37.82403170000001,145.0119426,1,3121,OK,premise
0,ROOFTOP,"16 Berry St, Clifton Hill VIC 3068, Australia",ChIJgReOWQxD1moRWdkNWwGeLnc,16 Berry St Clifton Hill  VIC  3068               ,-37.789549,144.997662,1,3068,OK,street_address
0,ROOFTOP,"16 Brighton St, Richmond VIC 3121, Australia",ChIJybxKY4xC1moR0jrbY0e3cNM,16 Brighton St Richmond  VIC  3121                ,-37.82735419999999,144.9990294,1,3121,OK,premise
0,ROOFTOP,"16 Bunting St, Richmond VIC 3121, Australia",ChIJQ_-_xl5C1moR-broLI59OW4,16 Bunting St Richmond  VIC  3121                 ,-37.824346,145.0091016,1,3121,OK,premise
0,ROOFTOP,"16 Clark St, Richmond VIC 3121, Australia",ChIJ8bX0aVFC1moRZpFOxeqCYpM,16 Clark St Richmond  VIC  3121                   ,-37.8161028,145.012244,1,3121,OK,premise
0,ROOFTOP,"16 Crimea St, Burnley VIC 3121, Australia",ChIJiforuGBC1moR0rQUwsB7iQY,16 Crimea St Burnley  VIC  3121                   ,-37.8295582,145.0100486,1,3121,OK,premise
0,ROOFTOP,"16 Emma St, Collingwood VIC 3066, Australia",ChIJSZ2NARlD1moRgE-Mm69P1-A,16 Emma St Collingwood  VIC  3066                 ,-37.7949484,144.9860644,1,3066,OK,premise
0,ROOFTOP,"16 Falconer St, Fitzroy North VIC 3068, Australia",ChIJMboO8RRD1moRiyERVXIA7Xw,16 Falconer St Fitzroy North  VIC  3068           ,-37.7851568,144.9868572,1,3068,OK,street_address
0,ROOFTOP,"16 Francis St, Richmond VIC 3121, Australia",ChIJXQRaRfZC1moR33WJt09ytyk,16 Francis St Richmond  VIC  3121                 ,-37.8198006,145.0032279,1,3121,OK,street_address
0,ROOFTOP,"16 Gordon St, Clifton Hill VIC 3068, Australia",ChIJ2Rlbdw5D1moR9gQbZkhhrvw,16 Gordon St Clifton Hill  VIC  3068              ,-37.791374,144.9962749,1,3068,OK,premise
0,ROOFTOP,"16 Green St, Cremorne VIC 3121, Australia",ChIJzwYkjY1C1moReKK7SyHvbvM,16 Green St Cremorne  VIC  3121                   ,-37.82678300000001,144.994838,1,3121,OK,street_address
0,ROOFTOP,"16 Hilton St, Clifton Hill VIC 3068, Australia",ChIJJx1e4RlD1moReSwnZHhHDcw,16 Hilton St Clifton Hill  VIC  3068              ,-37.7931044,144.9876782,1,3068,OK,premise
0,ROOFTOP,"16 Mary St, Richmond VIC 3121, Australia",ChIJ15Kl8_ZC1moRDpAPAY5fro8,16 Mary St Richmond  VIC  3121                    ,-37.8197986,145.0020423,1,3121,OK,premise
0,RANGE_INTERPOLATED,"16 McCrae Mews, Richmond VIC 3121, Australia",EiwxNiBNY0NyYWUgTWV3cywgUmljaG1vbmQgVklDIDMxMjEsIEF1c3RyYWxpYSIaEhgKFAoSCTe3VFzsQtZqEcknF_Gv42b6EBA,16 McCrae Mews Richmond  VIC  3121                ,-37.8188845,144.9900734,1,3121,OK,street_address
0,ROOFTOP,"16 McKean St, Fitzroy North VIC 3068, Australia",ChIJ5Uw64RdD1moRusrWNFncZkw,16 McKean St Fitzroy North  VIC  3068             ,-37.7905016,144.9835039,1,3068,OK,premise
0,ROOFTOP,"16 Miles St, Richmond VIC 3121, Australia",ChIJixbPoO1C1moRfnx3C0Vv__8,16 Miles St Richmond  VIC  3121                   ,-37.820112,144.992564,1,3121,OK,street_address
0,ROOFTOP,"16 Myrtle St, Clifton Hill VIC 3068, Australia",ChIJ2TeLZA5D1moR35I-VS5BCsQ,16 Myrtle St Clifton Hill  VIC  3068              ,-37.79192889999999,144.9966192,1,3068,OK,premise
0,ROOFTOP,"16 Page St, Clifton Hill VIC 3068, Australia",ChIJt1H32xBD1moR4qKqVSDWT0o,16 Page St Clifton Hill  VIC  3068                ,-37.7917765,144.9899702,1,3068,OK,street_address
0,ROOFTOP,"16 Park Ave, Richmond VIC 3121, Australia",ChIJvRMOi1pC1moR6Le0rIeglac,16 Park Ave Richmond  VIC  3121                   ,-37.8215008,145.0138627,1,3121,OK,street_address
0,ROOFTOP,"16 Peters Ln, Abbotsford VIC 3067, Australia",ChIJ5y-U0BxD1moREzqteh-SHfQ,16 Peters Lane Abbotsford  VIC  3067              ,-37.801521,144.993615,1,3067,OK,street_address
